area_type,availability,BHK,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,1,1,0,1200,1,0,95,Ghorpadi
Super built-up  Area,1,2,MancyRe,1063,2,1,58,Gokhale Nagar
Super built-up  Area,1,1,Soresea,656,1,1,43,Gultekdi
Super built-up  Area,1,2,0,1125,2,2,36,Guruwar peth
Super built-up  Area,0,2,Unezes ,881,2,1,48.06,Hadapsar
Built-up  Area,1,2,Prityel,700,1,1,32,Hingne Khurd
Plot  Area,1,3,0,1936,3,0,110,Jangali Maharaj Road
Super built-up  Area,0,3,SJerse ,1680,3,1,101,Kalyani Nagar
Super built-up  Area,1,2,MJeusyl,1253,2,2,57,Karve Nagar
Super built-up  Area,1,3,Brway G,1640,3,3,230,Karve Road
Super built-up  Area,1,3,0,1082,3,2,50,Kasba Peth
Built-up  Area,0,2,0,1065,2,1,30.75,Katraj
Super built-up  Area,0,3,DNionfl,2100,4,2,145,Khadaki
Super built-up  Area,1,2,GMown E,1070,2,1,58,Khadki
Super built-up  Area,0,3,0,1280,3,2,57.6,Kharadi
Built-up  Area,0,2,Sryalan,1125,2,1,29.25,Kondhwa Budruk
Super built-up  Area,1,3,0,1755,3,2,122,Kondhwa Khurd
Super built-up  Area,1,2,DSgmax ,1210,2,1,54,Koregaon Park
Super built-up  Area,0,2,0,951,2,2,30.43,Kothrud
Built-up  Area,0,3,GMown E,1500,2,1,75,Law College Road
Super built-up  Area,1,3,Sanstya,1652.5,3,2,90,Laxmi Road
Super built-up  Area,1,3,IBityin,1381,2,2,76.18,Lulla Nagar
Super built-up  Area,0,2,BSlasin,1085,2,1,57,Mahatma Gandhi Road
Super built-up  Area,0,1,Prtates,905,1,1,50,Mangalwar peth
Super built-up  Area,1,3,MItatHa,1685,3,2,95,Manik Bagh
Super built-up  Area,1,2,ManceEl,1200,2,2,75,Market yard
Super built-up  Area,1,2,ViensRK,1151,2,1,42.9,Model colony
Built-up  Area,1,4,Goodsrb,3532,3,3,170,Mukund Nagar
Super built-up  Area,1,3,PuandHi,1665,3,2,86.91,Mundhawa
Built-up  Area,1,2,Malowr ,800,2,1,40,Nagar Road
Built-up  Area,1,2,0,1050,2,1,162,Nana Peth
Super built-up  Area,1,2,Ahntyve,1030,2,2,46.5,Narayan Peth
Super built-up  Area,1,2,Keers S,1257,2,1,71.03,Narayangaon
Super built-up  Area,0,3,BSlasin,1600,3,2,82,Navi Peth
Super built-up  Area,1,3,GRlpank,1465,3,3,75,Padmavati
Super built-up  Area,1,3,HRaniIb,1650,3,2,111,Parvati Darshan
Super built-up  Area,1,2,0,1243,2,2,46,Pashan
Built-up  Area,1,2,0,680,1,1,80,Paud Road
Super built-up  Area,1,2,Jainaht,1300,2,2,82,Prabhat Road
Built-up  Area,1,2,Hoston ,1000,2,1,44.5,Pune Railway Station
Super built-up  Area,1,2,Neisei ,1146,2,1,53.8,Rasta Peth
Super built-up  Area,0,3,0,2601,4,0,312,Sadashiv Peth
Super built-up  Area,1,3,PrBayGa,2159,3,2,110,Sahakar Nagar
Super built-up  Area,1,2,SSthamh,1255,2,2,40,Salunke Vihar
Super built-up  Area,1,2,Vrensn ,1130,2,2,60,Sasson Road
Super built-up  Area,1,2,Shers S,1200,2,1,60,Satara Road
Built-up  Area,1,2,ARineun,1040,2,1,37,Senapati Bapat Road
Super built-up  Area,1,2,Shony S,1180,2,1,41.3,Shukrawar Peth
Super built-up  Area,1,2,0,1200,2,3,47,Swargate
Built-up  Area,1,3,MJinele,1374,3,2,51,Tilak Road
Super built-up  Area,1,9,0,4700,10,3,130,Uruli Devachi
Plot  Area,1,3,0,2400,2,0,480,Wadgaon Sheri
Super built-up  Area,1,2,0,1027,2,2,44,Viman Nagar
Super built-up  Area,1,3,Tahtsla,2384,4,2,165,Wagholi
Super built-up  Area,0,3,0,1033,2,2,28.41,Wakadewadi
Super built-up  Area,1,2,Neite T,1200,2,1,54,Wanowrie
Built-up  Area,1,3,NDionas,2017,3,2,105,Warje
Plot  Area,1,3,0,1500,3,2,138,Yerawada
Super built-up  Area,1,2,0,700,2,0,43,Alandi Road
Super built-up  Area,1,3,0,1495,2,2,52.33,Anandnagar
Super built-up  Area,1,2,0,1302,2,1,68.5,Aundh
Built-up  Area,0,1,Prtates,905,1,1,52,Aundh Road
Super built-up  Area,1,2,GrrvaGr,1303,2,1,55.79,Balaji Nagar
Built-up  Area,1,3,0,1350,3,0,71,Baner
Super built-up  Area,1,3,SMshi M,1380,2,2,95,Baner road
Super built-up  Area,1,3,Shodsir,1620,3,1,110,Bhandarkar Road
Built-up  Area,1,4,0,4800,4,3,250,Bhavani Peth
Super built-up  Area,1,2,Maager ,1000,2,1,38.5,Bibvewadi
Super built-up  Area,0,2,0,1250,1,1,54,Budhwar Peth
Built-up  Area,1,3,0,1750,3,3,170,Bund Garden Road
Super built-up  Area,1,3,0,997,3,2,55,Camp
Super built-up  Area,0,3,Somumys,1760,3,0,111,Chandan Nagar
Super built-up  Area,1,2,PuziaVe,1322,2,2,75,Dapodi
Plot  Area,1,3,0,1365,3,0,99,Deccan Gymkhana
Super built-up  Area,1,3,HoAcela,1500,3,2,125,Dehu Road
Super built-up  Area,1,3,Mancya ,1256,2,2,50,Dhankawadi
Super built-up  Area,1,2,Neestna,941,2,2,48,Dhayari Phata
Plot  Area,1,4,Soacyst,5000,4,3,465,Dhole Patil Road
Super built-up  Area,1,3,PuandHi,1665,3,2,86.58,Erandwane
Super built-up  Area,1,2,ChionCo,1414,2,0,84.18,Fatima Nagar
Super built-up  Area,1,3,0,1270,2,3,55.25,Fergusson College Road
Plot  Area,1,4,0,4100,3,0,300,Ganeshkhind
Built-up  Area,1,2,0,850,2,0,35,Ghorpadi
Super built-up  Area,0,1,GolusLi,712,1,1,38.44,Gokhale Nagar
Plot  Area,1,2,0,900,2,0,55,Hadapsar
Super built-up  Area,1,2,Thuse F,1200,2,1,49,Hadapsar Industrial Estate
Super built-up  Area,1,1,0,654,1,1,22,Hingne Khurd
Super built-up  Area,1,2,0,708,1,1,55,Jangali Maharaj Road
Built-up  Area,1,3,SaageWi,1680,3,3,135,Karve Nagar
Super built-up  Area,1,2,0,990,2,2,58,Karve Road
Super built-up  Area,1,2,Suitea ,1380,2,1,42,Kasba Peth
Super built-up  Area,0,2,Arcia S,1088,2,2,62,Katraj
Super built-up  Area,1,3,Zonce E,1414,3,2,77.5,Khadaki
Built-up  Area,1,2,0,1240,2,1,100,Khadki
Built-up  Area,1,3,0,1810,3,3,118,Kharadi
Super built-up  Area,0,3,0,2005,3,2,240,Kondhwa
Super built-up  Area,1,2,0,1185,2,2,58,Kondhwa Budruk
Plot  Area,0,3,0,1200,3,2,57.15,Kondhwa Khurd
Super built-up  Area,1,2,GMown E,1070,2,1,52,Koregaon Park
Super built-up  Area,1,2,Maenara,1265,2,1,58,Kothrud
Built-up  Area,1,2,0,1100,2,1,55,Law College Road
Built-up  Area,1,2,SiidsGa,1035,2,2,44,Laxmi Road
Built-up  Area,1,2,0,1000,2,1,97,Mahatma Gandhi Road
Super built-up  Area,1,2,0,1179,2,2,49.35,Mangalwar peth
Super built-up  Area,1,3,Prlla C,1650,3,1,84,Manik Bagh
Plot  Area,1,6,0,2800,4,3,100,Market yard
Plot  Area,1,8,0,3500,6,2,120,Model colony
Built-up  Area,1,3,0,1430,3,1,78.65,Mukund Nagar
Super built-up  Area,1,3,Thowsil,1130,2,2,58,Mundhawa
Super built-up  Area,1,3,SuncyRe,1850,2,0,110,Nagar Road
Super built-up  Area,1,3,0,1340,3,2,54.24,Nana Peth
Super built-up  Area,1,3,PrdgeSo,2582,5,2,250,Navi Peth
Super built-up  Area,1,2,0,1160,2,1,55,Padmavati
Built-up  Area,1,1,0,1200,2,1,45,Parvati Darshan
Built-up  Area,0,2,0,1116,2,1,37.6,Pashan
Super built-up  Area,1,3,Sowerew,2663,4,1,338,Pirangut
Built-up  Area,1,2,CMhidal,1090,2,2,45,Prabhat Road
Super built-up  Area,1,2,DSillto,1100,2,1,45,Pune Railway Station
Super built-up  Area,0,3,DSOakil,1365,2,1,34.13,Rasta Peth
Super built-up  Area,0,3,Saahaat,1484,3,2,79.19,Raviwar Peth
Super built-up  Area,1,3,Prodsm ,1630,3,2,68,Sadashiv Peth
Super built-up  Area,0,3,SMuilan,1451,2,2,52.43,Sahakar Nagar
Super built-up  Area,0,2,Soazak ,1330,2,1,107,Salunke Vihar
Super built-up  Area,1,3,NRncyrk,2127,3,2,135,Sasson Road
Super built-up  Area,1,3,MJinele,1173,2,2,45.75,Shaniwar Peth
Super built-up  Area,1,3,0,1445,2,1,56,Shivaji Nagar
Super built-up  Area,1,4,0,2250,4,1,400,Shukrawar Peth
Plot  Area,0,3,Putere ,1500,4,2,239,Sinhagad Road
Super built-up  Area,1,2,MBncyh ,1197,2,1,47.88,Swargate
Super built-up  Area,1,5,Maana E,3930,7,0,329,Uruli Devachi
Super built-up  Area,1,3,JRrnauv,1450,3,3,62.4,Vadgaon Budruk
Super built-up  Area,1,2,SMuilan,1187,2,1,37.85,Wadgaon Sheri
Plot  Area,1,6,0,4000,6,3,850,Viman Nagar
Super built-up  Area,0,2,0,1050,2,2,41,Vishrant Wadi
Super built-up  Area,0,3,Saite G,1370,2,2,54.8,Wagholi
Super built-up  Area,1,2,Pyikad ,1036,2,2,39.37,Wakadewadi
Super built-up  Area,0,3,0,1275,3,2,41.2,Wanowrie
Super built-up  Area,1,4,Brglede,2010,3,2,115,Warje
Super built-up  Area,1,2,0,1418,2,2,106,Yerawada
Super built-up  Area,1,2,MenueNo,1265,2,2,46.6,Alandi Road
Super built-up  Area,1,3,ViensRK,1576,3,2,58,Ambegaon Budruk
Super built-up  Area,1,2,0,1148,2,1,56,Anandnagar
Super built-up  Area,1,2,Makeser,1000,2,1,36,Aundh
Super built-up  Area,1,3,MJinala,1293,2,2,85,Aundh Road
Plot  Area,0,3,0,1200,2,0,66,Balaji Nagar
Super built-up  Area,1,2,Keids O,1210,2,3,75,Baner
Built-up  Area,1,2,SruntFa,1126,2,1,69,Baner road
Built-up  Area,1,3,0,1840,4,1,175,Bhandarkar Road
Built-up  Area,1,3,DSestil,1440,2,0,70,Bhavani Peth
Built-up  Area,1,3,SamesHo,1300,2,2,52,Bibvewadi
Super built-up  Area,1,2,Bhmesy ,1276,2,2,75,Bopodi
Super built-up  Area,1,2,Prtates,1216,2,1,83,Bund Garden Road
Super built-up  Area,0,1,0,840,1,0,75,Camp
Built-up  Area,1,2,Suiseit,1126,2,2,39,Dapodi
Super built-up  Area,0,2,Cee 2du,1162,2,0,65,Dehu Road
Super built-up  Area,1,2,Nillsre,1301,2,2,65,Dhankawadi
Super built-up  Area,0,1,Sabixtt,658,1,1,34,Dhayari Phata
Plot  Area,1,3,0,1350,3,1,250,Dhole Patil Road
Super built-up  Area,1,3,Toindls,2500,3,2,280,Erandwane
Built-up  Area,1,3,Vailsaf,1208.51,3,2,42,Fergusson College Road
Super built-up  Area,1,2,GrrvaGr,1133,2,2,38.41,Ganesh Peth
Super built-up  Area,1,3,LendaVi,1760,2,1,116,Ganeshkhind
Super built-up  Area,1,3,Prityel,1075,2,1,52,Ghorpade Peth
Super built-up  Area,1,2,DSousyl,940,2,1,25.38,Ghorpadi
Super built-up  Area,1,2,CMDewun,1145,2,2,57,Gokhale Nagar
Built-up  Area,1,4,Saaintv,3900,5,1,550,Guruwar peth
Built-up  Area,1,2,0,1300,2,2,50,Hadapsar Industrial Estate
Super built-up  Area,1,3,Sariaat,2475,4,3,326,Hingne Khurd
Super built-up  Area,1,3,SGncy R,2040,3,0,200,Jangali Maharaj Road
Built-up  Area,1,1,0,1200,1,0,150,Kalyani Nagar
Plot  Area,1,4,0,2420,4,1,190,Karve Nagar
Built-up  Area,1,2,ShdhiSa,1216,2,1,80,Karve Road
Super built-up  Area,1,3,Soire A,1459,2,1,110,Kasba Peth
Super built-up  Area,1,3,Soral C,1622,2,0,80,Katraj
Super built-up  Area,1,3,PuandHi,1843,3,2,85,Khadaki
Super built-up  Area,0,2,DNncasa,1274,2,1,81,Khadki
Super built-up  Area,1,3,KencyRe,1430,2,1,69.5,Kondhwa
Plot  Area,1,4,0,1800,2,0,280,Kondhwa Budruk
Super built-up  Area,1,3,Dhalsh ,1565,2,2,57.91,Kondhwa Khurd
Super built-up  Area,1,3,Sorisa ,1670,3,2,160,Koregaon Park
Super built-up  Area,1,3,RothaVa,1695,3,2,150,Kothrud
Super built-up  Area,1,2,ISeekon,1410,2,2,75,Law College Road
Super built-up  Area,1,2,0,1060,2,3,42,Laxmi Road
Built-up  Area,1,2,0,1120,2,2,50,Lulla Nagar
Plot  Area,1,2,0,880,2,0,50,Mahatma Gandhi Road
Super built-up  Area,0,2,DSata S,1083,2,1,32.49,Mangalwar peth
Super built-up  Area,1,3,0,1435,3,3,57.2,Manik Bagh
Super built-up  Area,1,3,0,1425,2,2,56.99,Market yard
Super built-up  Area,1,2,Chiteny,900,2,3,50,Model colony
Built-up  Area,0,5,0,2400,5,2,93,Mukund Nagar
Built-up  Area,0,1,Bhe 2ko,693,1,1,34.3,Mundhawa
Super built-up  Area,0,4,KonteiT,2435,4,3,119,Nana Peth
Super built-up  Area,0,3,DNionfl,1920,3,2,150,Narayan Peth
Super built-up  Area,0,1,Prarkun,630,1,1,47,Narayangaon
Super built-up  Area,1,3,Prityel,1075,2,1,50,Navi Peth
Super built-up  Area,1,1,PuonsSe,705,1,1,55,Parvati Darshan
Super built-up  Area,0,3,0,1200,2,2,75.6,Pashan
Super built-up  Area,1,2,3Codeli,1532,2,2,62,Paud Road
Super built-up  Area,1,2,PuoodSk,1330,2,1,93,Pirangut
Built-up  Area,1,3,Nauha G,1530,2,2,60,Pune Railway Station
Super built-up  Area,1,2,0,1105,2,2,42,Rasta Peth
Plot  Area,1,2,0,1566,2,0,180,Raviwar Peth
Super built-up  Area,0,3,Shodsir,1630,3,1,95.1,Sadashiv Peth
Built-up  Area,1,2,0,1256,2,1,62.8,Sahakar Nagar
Built-up  Area,1,3,Saowson,1595,2,3,75,Sasson Road
Super built-up  Area,1,2,Hiestre,1000,2,2,53,Satara Road
Super built-up  Area,1,3,0,1475,2,2,58.99,Senapati Bapat Road
Plot  Area,0,5,0,2400,5,3,285,Shaniwar Peth
Super built-up  Area,0,2,Sryalan,1000,2,1,28.88,Shivaji Nagar
Plot  Area,1,4,0,2360,4,1,650,Shukrawar Peth
Super built-up  Area,1,3,0,1737,2,3,95,Sinhagad Road
Super built-up  Area,0,2,Sryalan,1000,2,1,28.88,Somwar Peth
Super built-up  Area,1,4,0,2100,4,2,150,Swargate
Built-up  Area,1,8,0,3600,6,1,145,Tilak Road
Built-up  Area,1,2,PrawnRa,883,2,1,50,Uruli Devachi
Super built-up  Area,1,2,0,1243,2,2,46,Vadgaon Budruk
Super built-up  Area,1,3,Raide P,1776,2,3,75,Wadgaon Sheri
Super built-up  Area,0,3,DSapeto,1347,2,1,37.72,Viman Nagar
Super built-up  Area,1,3,KKdenng,1330,2,2,55,Vishrant Wadi
Built-up  Area,1,4,0,3730,4,3,370,Wakadewadi
Super built-up  Area,1,3,SomonCi,1459,3,2,135,Wanowrie
Super built-up  Area,0,4,Bhe 2ko,2259,5,2,135,Warje
Built-up  Area,1,7,0,2700,4,1,160,Yerawada
Super built-up  Area,1,2,0,1008,2,2,32.25,Alandi Road
Super built-up  Area,1,2,Vaent V,1200,2,2,52.5,Ambegaon Budruk
Super built-up  Area,0,4,Dheusag,2328,4,1,528,Anandnagar
Super built-up  Area,1,2,Itelaa ,660,1,1,15.5,Aundh Road
Super built-up  Area,1,3,Brway G,1800,2,2,250,Balaji Nagar
Super built-up  Area,1,4,Brway G,3100,4,3,550,Baner
Super built-up  Area,0,1,Prensya,602,1,1,26,Bhandarkar Road
Super built-up  Area,1,3,Asintas,1710,3,2,100,Bhavani Peth
Super built-up  Area,1,3,Adaveth,1500,2,3,82,Bibvewadi
Built-up  Area,1,3,VMlet C,1539,3,2,60,Bopodi
Super built-up  Area,0,3,PrarePa,1100,2,1,53,Bund Garden Road
Super built-up  Area,1,2,GrrvaGr,1151,2,1,49,Camp
Super built-up  Area,1,2,0,920,2,1,46,Chandan Nagar
Super built-up  Area,1,3,Prone M,1350,3,3,78.3,Dapodi
Super built-up  Area,1,2,Shissut,1200,2,2,65,Deccan Gymkhana
Super built-up  Area,1,2,0,1265,2,1,78,Dehu Road
Super built-up  Area,0,3,PualeSk,1700,3,2,93.5,Dhayari Phata
Built-up  Area,1,3,0,1600,3,0,75,Dhole Patil Road
Built-up  Area,1,4,0,1550,4,1,120,Erandwane
Built-up  Area,1,3,SiineSu,1560,3,3,125,Fatima Nagar
Super built-up  Area,1,2,RInceeg,1243,2,2,46,Ganesh Peth
Super built-up  Area,1,3,Arldsyo,1403,3,1,56,Ghorpade Peth
Super built-up  Area,1,2,0,1010,2,1,40.39,Ghorpadi
Super built-up  Area,1,3,Sahtsva,1416,3,1,94,Gokhale Nagar
Super built-up  Area,1,2,0,1628,2,2,68,Gultekdi
Plot  Area,1,4,0,1660.4,4,2,211,Guruwar peth
Super built-up  Area,1,3,Eladero,1680,3,2,125,Hadapsar
Super built-up  Area,1,3,Prora F,1595,3,3,62,Hadapsar Industrial Estate
Super built-up  Area,1,3,Niacesa,1507,2,3,95,Hingne Khurd
Super built-up  Area,1,3,Prook M,2560,3,0,288,Jangali Maharaj Road
Super built-up  Area,1,3,SaireSa,1949,3,1,133,Kalyani Nagar
Plot  Area,1,2,0,800,2,1,175,Karve Nagar
Built-up  Area,0,2,Sryalan,1000,2,1,28.88,Karve Road
Super built-up  Area,0,2,0,905,2,1,50,Kasba Peth
Super built-up  Area,1,3,Taonte ,2480,3,2,245,Katraj
Super built-up  Area,1,3,0,1495,3,0,200,Khadaki
Super built-up  Area,1,3,0,1605,3,3,105,Khadki
Built-up  Area,1,2,0,1290,2,1,73,Kharadi
Super built-up  Area,1,2,Rarthne,1100,2,1,60,Kondhwa
Super built-up  Area,1,2,0,995,2,1,49.8,Kondhwa Khurd
Super built-up  Area,1,4,PhestOn,3526,4,3,598,Kothrud
Super built-up  Area,1,3,Apentir,1425,2,2,47,Law College Road
Super built-up  Area,1,3,0,1455,2,2,55,Laxmi Road
Super built-up  Area,1,1,Prntsax,550,1,1,23,Lulla Nagar
Super built-up  Area,1,3,Shony S,1385,2,2,48.48,Mahatma Gandhi Road
Super built-up  Area,1,5,0,4000,3,0,130,Manik Bagh
Super built-up  Area,0,2,0,1060,2,1,53,Market yard
Super built-up  Area,1,3,0,1080,2,2,75,Model colony
Built-up  Area,1,3,Giersin,1783,3,2,125,Mukund Nagar
Super built-up  Area,0,3,SNnia E,1520,2,2,90,Mundhawa
Super built-up  Area,1,2,SavanBr,1060,2,1,55,Nagar Road
Super built-up  Area,1,2,GrrvaGr,1267,2,1,54.35,Nana Peth
Super built-up  Area,1,2,0,1155,2,2,55,Narayan Peth
Built-up  Area,1,3,CoinoCu,2500,3,2,180,Narayangaon
Super built-up  Area,1,2,MNikaas,1240,2,1,65,Navi Peth
Super built-up  Area,1,3,MJlese ,1570,3,2,78,Padmavati
Super built-up  Area,1,2,0,1019,2,1,45.9,Parvati Darshan
Super built-up  Area,1,2,Veale R,1355,3,3,76,Pashan
Super built-up  Area,1,3,0,1537,3,2,110,Paud Road
Super built-up  Area,1,4,UKe 2nz,4075,5,3,226,Pirangut
Super built-up  Area,1,3,GrrvaGr,1550,3,3,52.45,Prabhat Road
Built-up  Area,1,2,Neess P,1100,2,1,50,Pune Railway Station
Super built-up  Area,1,3,Sorisa ,1750,3,2,150,Rasta Peth
Super built-up  Area,0,2,HMigond,1466,2,2,71,Raviwar Peth
Super built-up  Area,1,3,Sovar S,1550,3,2,72.5,Sadashiv Peth
Super built-up  Area,1,3,DLhtsnd,2300,4,3,102,Sahakar Nagar
Super built-up  Area,0,1,VBn 2lm,540,1,1,22.5,Salunke Vihar
Plot  Area,1,3,Hincy V,950,3,2,130,Sasson Road
Built-up  Area,1,7,0,2800,7,1,250,Satara Road
Super built-up  Area,1,2,0,1020,2,3,48,Senapati Bapat Road
Super built-up  Area,1,3,LeDuvMy,2880,3,2,501,Shaniwar Peth
Super built-up  Area,1,3,Prersis,1987,4,2,165,Shivaji Nagar
Super built-up  Area,1,2,Keers S,1305,2,1,75,Shukrawar Peth
Built-up  Area,1,4,0,2100,3,1,125,Sinhagad Road
Built-up  Area,0,2,0,1125,2,1,32.5,Somwar Peth
Super built-up  Area,1,2,0,1225,2,2,49.5,Swargate
Super built-up  Area,1,2,0,1255,2,1,55.5,Tilak Road
Super built-up  Area,1,2,0,1191,2,1,90,Uruli Devachi
Plot  Area,1,6,0,3600,6,2,303,Vadgaon Budruk
Built-up  Area,0,2,0,1165,2,1,33.64,Wadgaon Sheri
Super built-up  Area,0,2,0,865,2,1,35.11,Viman Nagar
Super built-up  Area,1,3,0,1850,2,2,88,Vishrant Wadi
Super built-up  Area,0,2,Puachal,1232,2,2,89,Wakadewadi
Super built-up  Area,0,3,Bhe 2ko,1732,3,3,85.73,Wanowrie
Super built-up  Area,1,3,PuziaVe,1614,2,1,100,Warje
Super built-up  Area,1,3,Prtanha,2072,4,2,155,Alandi Road
Super built-up  Area,1,2,Itvir M,919,2,2,34,Ambegaon Budruk
Built-up  Area,1,4,0,2100,4,1,90,Anandnagar
Plot  Area,1,3,AreraRe,1200,3,1,150,Balaji Nagar
Super built-up  Area,1,4,SoliaMa,2849,5,0,250,Baner
Built-up  Area,1,2,Mavelr ,1000,2,2,42,Baner road
Super built-up  Area,1,2,Prtates,1216,2,1,75,Bhandarkar Road
Super built-up  Area,1,4,Soiewre,2245,4,2,154,Bhavani Peth
Super built-up  Area,0,3,Baanise,1476,3,1,125,Bibvewadi
Super built-up  Area,1,3,SoechHa,1852,3,2,130,Bopodi
Super built-up  Area,0,2,0,1225,2,2,47,Budhwar Peth
Super built-up  Area,1,3,Skinaa ,1597,3,1,67.12,Bund Garden Road
Super built-up  Area,0,3,Ceezey ,2423,4,3,160,Camp
Super built-up  Area,0,2,PrensKe,1152,2,1,90,Chandan Nagar
Super built-up  Area,1,3,0,1762,3,2,133,Dapodi
Plot  Area,1,3,Daden G,1400,3,2,92,Deccan Gymkhana
Super built-up  Area,1,3,Sovar S,1530,2,2,74.4,Dehu Road
Plot  Area,1,6,0,2400,6,3,400,Dhankawadi
Super built-up  Area,1,2,GrrvaGr,1185,2,2,40.17,Dhayari Phata
Super built-up  Area,0,3,Miitat ,1890,3,2,108,Dhole Patil Road
Super built-up  Area,1,3,0,1247,2,2,58,Erandwane
Super built-up  Area,1,2,0,1201,2,2,59.99,Ganesh Peth
Built-up  Area,0,2,BDectou,830,2,2,40,Ganeshkhind
Built-up  Area,0,2,Sryalan,1165,2,1,30.29,Ghorpade Peth
Super built-up  Area,1,2,KancyRe,1100,1,2,55,Ghorpadi
Built-up  Area,1,3,ImiteEl,1890,2,0,93,Gokhale Nagar
Super built-up  Area,1,3,ItAnuna,1685,3,2,60,Gultekdi
Super built-up  Area,1,4,Sowerew,3131,4,3,349,Guruwar peth
Super built-up  Area,1,2,0,1165,2,1,43,Hadapsar
Super built-up  Area,1,2,ICoolon,827,2,1,45,Hadapsar Industrial Estate
Built-up  Area,1,1,Prmes H,635,1,0,26,Kalyani Nagar
Built-up  Area,1,4,Prtates,4000,4,3,380,Karve Nagar
Super built-up  Area,1,2,ShtalCr,1050,2,1,50,Karve Road
Super built-up  Area,0,3,0,1819.18,3,2,168,Katraj
Plot  Area,1,3,0,1500,3,3,125,Khadaki
Super built-up  Area,1,3,0,1500,2,2,57,Khadki
Super built-up  Area,1,3,Gopus O,2850,4,3,470,Kharadi
Super built-up  Area,1,3,Elleyt ,1751,3,3,72,Kondhwa
Super built-up  Area,0,4,Prian E,4750,6,1,1102,Kondhwa Budruk
Super built-up  Area,0,2,SSestth,1020,2,1,40.89,Kondhwa Khurd
Super built-up  Area,1,2,SaSkyBl,1148,2,1,43.5,Koregaon Park
Super built-up  Area,0,3,Sodgere,1856,3,2,135,Kothrud
Super built-up  Area,1,2,0,1060,2,1,49.27,Lulla Nagar
Built-up  Area,1,2,0,1300,2,2,60,Mahatma Gandhi Road
Built-up  Area,1,4,0,3000,4,0,100,Mangalwar peth
Super built-up  Area,1,2,GoncyRe,1325,2,2,65,Manik Bagh
Super built-up  Area,1,2,Alivae ,1261,2,2,61,Market yard
Super built-up  Area,1,2,0,1100,2,2,46,Model colony
Built-up  Area,1,2,0,700,2,1,33,Mukund Nagar
Super built-up  Area,1,3,Eladero,1675,2,2,135,Mundhawa
Plot  Area,1,4,0,3400,4,2,190,Nagar Road
Super built-up  Area,0,4,Soianal,3260,5,3,388,Nana Peth
Super built-up  Area,1,2,0,1180,2,2,56,Narayan Peth
Built-up  Area,1,2,Sencys ,1160,2,2,45,Narayangaon
Super built-up  Area,1,4,0,1863,3,2,105,Navi Peth
Super built-up  Area,1,3,HoAcela,1914,3,2,149,Padmavati
Super built-up  Area,1,3,C ensnd,1458,3,2,79,Parvati Darshan
Built-up  Area,1,2,0,1105,2,1,40,Paud Road
Super built-up  Area,1,3,Vapasrk,3035,5,3,220,Pirangut
Super built-up  Area,1,3,DLhtsnd,1662,3,0,90,Pune Railway Station
Super built-up  Area,1,3,PuziaVe,1556,3,2,86,Rasta Peth
Super built-up  Area,1,2,DLhtsan,918,2,2,50,Raviwar Peth
Super built-up  Area,1,3,Mades G,1455,2,1,98,Sadashiv Peth
Super built-up  Area,1,2,0,1205,2,1,70,Sahakar Nagar
Super built-up  Area,1,2,0,1194,2,1,65,Salunke Vihar
Plot  Area,1,2,0,1200,2,0,75,Sasson Road
Built-up  Area,1,3,Pyvenas,1100,2,2,52,Satara Road
Super built-up  Area,1,3,S2kaaan,1405,3,2,48.87,Senapati Bapat Road
Super built-up  Area,1,2,Prldsri,929,2,1,56,Shaniwar Peth
Built-up  Area,1,4,Asuilnc,3436,5,0,341,Shivaji Nagar
Super built-up  Area,1,2,0,1035,2,1,39.33,Shukrawar Peth
Super built-up  Area,1,4,0,2100,4,3,92,Sinhagad Road
Super built-up  Area,0,2,Unm 2El,1065,2,1,40.47,Somwar Peth
Super built-up  Area,0,2,0,1093,2,1,32.78,Vadgaon Budruk
Built-up  Area,1,2,LoLeoen,1250,2,2,45,Wadgaon Sheri
Super built-up  Area,1,3,Asintas,1680,3,3,105,Viman Nagar
Super built-up  Area,1,2,Shentpa,1146,2,1,50,Vishrant Wadi
Super built-up  Area,0,2,0,1250,2,3,58,Wagholi
Super built-up  Area,0,3,ViistLa,1451,3,1,60.44,Wakadewadi
Super built-up  Area,1,3,Elacet ,1424,2,3,55,Wanowrie
Super built-up  Area,1,3,Krryll ,1435,2,3,62,Warje
Super built-up  Area,0,1,Sabixtt,658,1,0,26.91,Yerawada
Super built-up  Area,0,3,0,1300,3,2,45,Alandi Road
Super built-up  Area,1,2,FoityIn,1242,2,2,65,Ambegaon Budruk
Super built-up  Area,1,3,0,1910,3,3,119,Anandnagar
Super built-up  Area,1,3,PrrloMo,1610,4,2,85,Aundh
Super built-up  Area,1,2,Reiteee,1127,2,1,65,Aundh Road
Super built-up  Area,1,3,0,1075,2,1,42,Balaji Nagar
Super built-up  Area,1,2,0,1155,2,1,51,Baner
Super built-up  Area,1,3,ThntsAp,1250,3,1,55,Bhandarkar Road
Plot  Area,0,3,LGeete ,2200,4,2,160,Bhavani Peth
Built-up  Area,1,3,0,2400,3,1,150,Bibvewadi
Super built-up  Area,1,2,PavesGr,876,2,2,29.5,Bopodi
Super built-up  Area,1,3,0,1850,2,2,89,Budhwar Peth
Super built-up  Area,0,2,Alestrb,1314,2,3,83,Bund Garden Road
Super built-up  Area,0,1,AsNowre,690,1,1,39.8,Camp
